Title,Latitude,Longitude,PowerKW,charging_station_type,anno
Q8,45.495239999995576,9.113299000005151,50,fast,2027
IES,45.491892999999344,9.162253999997565,50,fast,2027
nuova_colonnina,45.5000746,9.104905933,22,slow,2027
nuova_colonnina,45.50298333,9.104686810366813,22,slow,2027
nuova_colonnina,45.49473821268006,9.112647674,22,slow,2027
nuova_colonnina,45.50199114676761,9.101445122533502,22,slow,2027
nuova_colonnina,45.49319481,9.112908787481373,22,slow,2027
nuova_colonnina,45.49012550858116,9.148564818056844,50,fast,2027
nuova_colonnina,45.48785683944897,9.162431675576512,22,slow,2027
nuova_colonnina,45.48558680861383,9.180256670922637,50,fast,2027
Esso,45.50601799999723,9.197790199994744,50,fast,2027
Esso,45.50475590000032,9.169081500005557,50,fast,2027
Esso,45.51653336775712,9.206950600716958,50,fast,2027
@pump,45.4973264,9.1798725,50,fast,2027
Esso,45.49646709999717,9.173092400003783,50,fast,2027
nuova_colonnina,45.50604720000285,9.194737599994376,22,slow,2027
nuova_colonnina,45.524436799998156,9.175713899998714,22,slow,2027
nuova_colonnina,45.50276440000341,9.189126200006221,22,slow,2027
Paninoteca,45.494142387207305,9.188330890170207,50,fast,2027
nuova_colonnina,45.482262030931274,9.18623135,22,slow,2027
nuova_colonnina,45.50256891368953,9.177208123931647,50,fast,2027
Duomo Parking,45.45925830000356,9.185549499997702,22,slow,2028
Parcheggio Nerino 6,45.46166089999834,9.183798700001764,22,slow,2028
nuova_colonnina,45.51460634925008,9.242935285648763,22,slow,2028
nuova_colonnina,45.49221072207628,9.199243946357063,50,fast,2028
nuova_colonnina,45.486485978010435,9.215285211196441,22,slow,2028
SelfService,45.49927968778907,9.231290172117147,50,fast,2028
nuova_colonnina,45.491679335060596,9.226336612,22,slow,2028
nuova_colonnina,45.49267351942571,9.229692825931243,22,slow,2028
nuova_colonnina,45.51628938378235,9.248548660486623,22,slow,2028
nuova_colonnina,45.48945673476735,9.195498292,22,slow,2028
nuova_colonnina,45.51381987564914,9.221238323065082,22,slow,2028
nuova_colonnina,45.510571450040814,9.222410255272777,22,slow,2028
nuova_colonnina,45.49769262625655,9.20792676,50,fast,2028
nuova_colonnina,45.50499760000038,9.227262299997596,22,slow,2028
nuova_colonnina,45.496539575012115,9.235767001446023,22,slow,2028
Eni,45.486244757857605,9.229524432517241,50,fast,2028
nuova_colonnina,45.47794400000178,9.247703300005135,22,slow,2028
nuova_colonnina,45.485533369107486,9.238214424452808,50,fast,2028
nuova_colonnina,45.47644297260471,9.228096224,50,fast,2028
nuova_colonnina,45.50029599728757,9.246414976048895,22,slow,2028
nuova_colonnina,45.43340486403591,9.262610537502246,150,ultrafast,2028
IP,45.424365199996934,9.249681299995476,50,fast,2028
nuova_colonnina,45.42659594063904,9.252039229509709,22,slow,2028
nuova_colonnina,45.45306589524293,9.251658766843594,22,slow,2028
nuova_colonnina,45.43835019338379,9.245139573,22,slow,2028
nuova_colonnina,45.44037113640107,9.243583868052072,50,fast,2028
nuova_colonnina,45.44121178881493,9.244596091328052,50,fast,2028
nuova_colonnina,45.44149009260569,9.245184253462826,22,slow,2028
nuova_colonnina,45.45002758951245,9.231392006181027,50,fast,2028
nuova_colonnina,45.43208181182066,9.241685860329458,22,slow,2028
nuova_colonnina,45.43308901753875,9.243665198057265,50,fast,2028
nuova_colonnina,45.46175795528415,9.222388474871742,22,slow,2028
nuova_colonnina,45.432463137837715,9.231714718404794,22,slow,2028
nuova_colonnina,45.44058884165435,9.221311812380343,22,slow,2028
Eni,45.44690134672553,9.201127698181343,50,fast,2028
Total,45.44912000000073,9.186028999994862,50,fast,2028
IP,45.43267940000068,9.173614899999055,50,fast,2028
Adige Parking,45.448462283972326,9.204726831910232,22,slow,2028
Asilo nido La casetta di Cucciolo,45.43887370067934,9.192725899276336,22,slow,2028
nuova_colonnina,45.44429442608937,9.206238464937053,22,slow,2028
nuova_colonnina,45.427859190092654,9.204669659264944,22,slow,2028
nuova_colonnina,45.41515596966661,9.173255623766652,50,fast,2028
nuova_colonnina,45.41755192263932,9.237721041422517,50,fast,2028
nuova_colonnina,45.42245322898171,9.177957933090202,50,fast,2028
Esselunga,45.42109415869299,9.177266081265016,50,fast,2028
nuova_colonnina,45.43196208721339,9.182633888457637,22,slow,2028
nuova_colonnina,45.43545076414399,9.214020919,22,slow,2028
Carrefour,45.432433126585344,9.169782461623278,50,fast,2028
nuova_colonnina,45.41535142805604,9.180904790400547,22,slow,2028
nuova_colonnina,45.417621057984995,9.240578505370978,22,slow,2028
Eni,45.454645399998476,9.152728500001718,50,fast,2028
IP,45.43746489999631,9.156429799996445,50,fast,2028
Q8 Easy,45.445635900002365,9.161445599995535,50,fast,2028
Q8,45.43947530000328,9.152576399995569,50,fast,2028
nuova_colonnina,45.429594400001626,9.1506661,22,slow,2028
nuova_colonnina,45.43160449916985,9.153973350656232,22,slow,2028
Parcheggio Sotterraneo,45.445099112347464,9.124578554012114,22,slow,2028
nuova_colonnina,45.43337232164113,9.157695296436192,50,fast,2028
TotalErg,45.46916000000152,9.127187000001484,50,fast,2028
Esso,45.47631699999725,9.131457100004901,50,fast,2028
Q8,45.46991820000274,9.124676399998044,50,fast,2028
Q8,45.460307000001755,9.109655999995407,50,fast,2028
Q8,45.456761703637454,9.072254008835234,50,fast,2028
Agip,45.48028080000116,9.101124300002562,50,fast,2028
nuova_colonnina,45.46160818274544,9.096909652359416,22,slow,2028
nuova_colonnina,45.46101689999695,9.155956100002497,50,fast,2028
Erg,45.51462100000064,9.137641999997827,50,fast,2028
Tamoil,45.49460500000009,9.124312000003796,50,fast,2028
Keropetrol,45.48343959999857,9.159931899993865,50,fast,2028
Eni,45.49336420000379,9.156130499996046,50,fast,2028
TotalErg,45.48543770000386,9.130015899998034,50,fast,2028
Esso,45.502978000000674,9.138682999994842,50,fast,2028
nuova_colonnina,45.51191270000294,9.136942800001583,50,fast,2028
nuova_colonnina,45.48894579999987,9.163556600002137,22,slow,2028
nuova_colonnina,45.50376214028929,9.107047260602583,22,slow,2028
nuova_colonnina,45.504214046012024,9.103084002302705,22,slow,2028
LAMPUGNANO VIA LAMPUGNANO CORRISPONDENZA LINEA MM1,45.48809300000015,9.128172,22,slow,2028
Eni,45.497063499995974,9.183771499999986,50,fast,2028
nuova_colonnina,45.500321439308166,9.156318597227024,50,fast,2028
nuova_colonnina,45.51877919720072,9.193535595671941,22,slow,2028
nuova_colonnina,45.49335232464177,9.191306130985144,22,slow,2028
nuova_colonnina,45.50875861913303,9.18823696,50,fast,2028
nuova_colonnina,45.521452912268245,9.164442336295355,22,slow,2028
nuova_colonnina,45.51117783007671,9.189517766693815,50,fast,2028
nuova_colonnina,45.520329579198894,9.217719504964636,22,slow,2028
nuova_colonnina,45.46449129999952,9.196741900001854,22,slow,2029
Garage Meravigli,45.466243400004494,9.183797300001617,22,slow,2029
nuova_colonnina,45.459901899998165,9.169220499995221,50,fast,2029
nuova_colonnina,45.47765229999702,9.191577800006032,22,slow,2029
nuova_colonnina,45.47869750000169,9.177259899994604,50,fast,2029
Car Central Parking,45.46052369999965,9.192485400000201,22,slow,2029
Parcheggio Coperto,45.478387700003864,9.173771700003021,22,slow,2029
Tamoil,45.50039479999631,9.235903100005414,50,fast,2029
nuova_colonnina,45.510470363975074,9.253955898349274,22,slow,2029
nuova_colonnina,45.49402360911858,9.228225190773102,22,slow,2029
nuova_colonnina,45.51684562919442,9.252381451,50,fast,2029
nuova_colonnina,45.49700259999736,9.204546450005212,22,slow,2029
nuova_colonnina,45.510519480019745,9.247175582,22,slow,2029
nuova_colonnina,45.506749069562616,9.210477537,22,slow,2029
nuova_colonnina,45.49581384702622,9.203504426882056,22,slow,2029
nuova_colonnina,45.51759447958707,9.222865185163139,50,fast,2029
nuova_colonnina,45.489029000003704,9.209078799997757,22,slow,2029
nuova_colonnina,45.492814799997745,9.228100400002585,50,fast,2029
nuova_colonnina,45.50638940368378,9.260901939319712,150,ultrafast,2029
Total,45.47746600000116,9.218751999999633,50,fast,2029
nuova_colonnina,45.47099210000203,9.253790100001712,50,fast,2029
nuova_colonnina,45.48693929999806,9.212581700005234,22,slow,2029
nuova_colonnina,45.47750000000414,9.229956699995173,22,slow,2029
Garage Sangallo,45.471315100001526,9.228947800006292,22,slow,2029
nuova_colonnina,45.47940330000416,9.220184600002117,22,slow,2029
nuova_colonnina,45.48037948034914,9.249225751601061,50,fast,2029
Esso,45.45602899999883,9.230087900000045,50,fast,2029
nuova_colonnina,45.467904900003546,9.215928400002193,50,fast,2029
Esso,45.43613760000156,9.233009300004774,50,fast,2029
Eni,45.451498600000996,9.217775100001562,50,fast,2029
IP,45.46544990000082,9.235221400004098,50,fast,2029
nuova_colonnina,45.439729658271595,9.263951765,22,slow,2029
nuova_colonnina,45.432036663856415,9.243667001607252,22,slow,2029
nuova_colonnina,45.44133685772827,9.262211423945562,22,slow,2029
nuova_colonnina,45.44786358938971,9.213618268911725,22,slow,2029
nuova_colonnina,45.463157184502215,9.226162119704927,22,slow,2029
nuova_colonnina,45.46874773852896,9.248779963440185,50,fast,2029
nuova_colonnina,45.43413505386546,9.236642458341581,50,fast,2029
Q8,45.43474920000428,9.174309200000117,50,fast,2029
IP,45.451876000003196,9.193995299999301,50,fast,2029
Cantalupa Est,45.42119121654234,9.158842445443591,50,fast,2029
StarOil,45.449683600001194,9.190600400004866,50,fast,2029
nuova_colonnina,45.43682599731899,9.192811575619258,22,slow,2029
nuova_colonnina,45.41448825903405,9.163194732,22,slow,2029
Parcheggio Esselunga,45.44290005242584,9.196284007313746,50,fast,2029
nuova_colonnina,45.43689863798838,9.191337114021731,50,fast,2029
nuova_colonnina,45.45011843128992,9.185646189169852,22,slow,2029
nuova_colonnina,45.44256919981257,9.197469012625591,50,fast,2029
nuova_colonnina,45.44162331745587,9.190253048370318,22,slow,2029
nuova_colonnina,45.41692888,9.241884184,50,fast,2029
nuova_colonnina,45.41299198,9.165658443063574,22,slow,2029
Api,45.45287270000103,9.133938599994659,50,fast,2029
Cantalupa Ovest,45.4190858,9.155328300001353,50,fast,2029
Antognazza Garage,45.45371050000292,9.173095200000876,22,slow,2029
nuova_colonnina,45.45228772,9.108339393633628,50,fast,2029
Cake l’HUB,45.45355864084183,9.106458686301066,50,fast,2029
Keropetrol,45.46282630000142,9.1516181,50,fast,2029
Esso,45.46763999999779,9.141845000005638,50,fast,2029
Agip,45.46023487311489,9.099032971421668,50,fast,2029
nuova_colonnina,45.46213495,9.096700296427287,50,fast,2029
nuova_colonnina,45.46127201471867,9.128365794072781,22,slow,2029
nuova_colonnina,45.50187585450123,9.130966122,150,ultrafast,2029
MAS,45.50656840000154,9.096850599994905,50,fast,2029
nuova_colonnina,45.48086370000246,9.169968799998475,50,fast,2029
nuova_colonnina,45.52266898355376,9.101014871348017,22,slow,2029
nuova_colonnina,45.49756469803051,9.120689042264718,22,slow,2029
nuova_colonnina,45.50361947004358,9.096492505118253,22,slow,2029
nuova_colonnina,45.498443927316714,9.114722782078843,22,slow,2029
nuova_colonnina,45.497685956154335,9.115219473424474,22,slow,2029
nuova_colonnina,45.49059290000214,9.100441749998936,50,fast,2029
nuova_colonnina,45.49070460373236,9.121479202107414,22,slow,2029
nuova_colonnina,45.49521263252147,9.125695947381232,22,slow,2029
nuova_colonnina,45.51439403824758,9.148052135,50,fast,2029
nuova_colonnina,45.48916509999581,9.148009100006218,50,fast,2029
MOLINO DORINO VIA MOLINO DORINO CORRISPONDENZA LINEA MM1,45.50519140000098,9.095016099996897,22,slow,2029
COIL,45.49826989999584,9.167314299999905,50,fast,2029
Esso,45.504254000004174,9.180760999998592,50,fast,2029
Q8,45.51227603548182,9.175036577845466,50,fast,2029
Costantin,45.52269660000033,9.174702399998745,50,fast,2029
TotalErg,45.50305890000227,9.164375899995674,50,fast,2029
nuova_colonnina,45.52218666982147,9.195269422175022,22,slow,2029
nuova_colonnina,45.484792287306504,9.186222876659937,50,fast,2029
nuova_colonnina,45.5279057,9.158581,50,fast,2029
nuova_colonnina,45.50905937808069,9.185872403198623,50,fast,2029
nuova_colonnina,45.509050330026724,9.183837438621724,50,fast,2029
nuova_colonnina,45.51218000116149,9.186729815921549,22,slow,2029
Osteria Del Sass,45.51315843072673,9.154681905,22,slow,2029
nuova_colonnina,45.51453789999767,9.186501099994159,22,slow,2029
IP,45.465660999999464,9.165772999999158,50,fast,2030
IP,45.47792700000245,9.195895999999928,50,fast,2030
Sweet Coffee Bar,45.471537800000554,9.194426799993835,22,slow,2030
nuova_colonnina,45.47986539999573,9.189503500000319,22,slow,2030
nuova_colonnina,45.472843499997765,9.186787600006232,22,slow,2030
nuova_colonnina,45.47642040000276,9.182936099994766,50,fast,2030
nuova_colonnina,45.51273930486277,9.260424687271115,150,ultrafast,2030
IP,45.49535148730094,9.228618715335177,50,fast,2030
Esso,45.49140109999649,9.225578099995236,50,fast,2030
Eni,45.495508300463044,9.195982502385261,50,fast,2030
Q8,45.51098655657185,9.253978070327475,50,fast,2030
Esso,45.49955941658563,9.239905349176198,50,fast,2030
Tamoil,45.488945400003935,9.210392299994282,50,fast,2030
nuova_colonnina,45.50598258362993,9.232611497911158,22,slow,2030
nuova_colonnina,45.50115734,9.223027048881628,22,slow,2030
nuova_colonnina,45.493861783850654,9.209053501068748,22,slow,2030
nuova_colonnina,45.47918251347204,9.199811213364868,22,slow,2030
nuova_colonnina,45.50430856858277,9.211851655004585,22,slow,2030
nuova_colonnina,45.51665839377899,9.229731839477083,50,fast,2030
nuova_colonnina,45.49130366,9.198405733418072,22,slow,2030
nuova_colonnina,45.50444478153081,9.232244935184683,22,slow,2030
nuova_colonnina,45.504625707105795,9.234189171539779,22,slow,2030
nuova_colonnina,45.49901934999848,9.205209749997127,50,fast,2030
nuova_colonnina,45.485147511280346,9.208260125699603,50,fast,2030
nuova_colonnina,45.50884782759974,9.247221370089362,22,slow,2030
nuova_colonnina,45.50166811854775,9.228984720122572,50,fast,2030
nuova_colonnina,45.50459260970146,9.230466237123895,22,slow,2030
Q8,45.48582610159501,9.239739249671901,50,fast,2030
IP,45.472973000001325,9.234498100003727,50,fast,2030
Gypsian,45.47941778011465,9.247226343019316,22,slow,2030
nuova_colonnina,45.477766619615544,9.227430337821204,50,fast,2030
CASCINA GOBBA VIA CASCINA GOBBA CORRISPONDENZA  LINEA MM2,45.50906490000204,9.260868599998963,22,slow,2030
nuova_colonnina,45.47857909389757,9.229407113606065,50,fast,2030
nuova_colonnina,45.510399313203116,9.260299097408506,22,slow,2030
nuova_colonnina,45.50387917746979,9.247954404573864,22,slow,2030
Indipend.,45.462225980886956,9.256406213071598,50,fast,2030
Eni,45.44397960000389,9.223729300004143,50,fast,2030
Q8,45.45600200000144,9.2264461,50,fast,2030
nuova_colonnina,45.43099942639432,9.258772278,22,slow,2030
nuova_colonnina,45.4393095,9.263653573640953,22,slow,2030
nuova_colonnina,45.429229896721395,9.254561511088903,22,slow,2030
nuova_colonnina,45.44881637492814,9.230934089180824,50,fast,2030
nuova_colonnina,45.45503297,9.233174253870839,22,slow,2030
nuova_colonnina,45.45029999792008,9.232411557255913,50,fast,2030
nuova_colonnina,45.44215144595163,9.240771983,50,fast,2030
nuova_colonnina,45.455254950018904,9.230903469,50,fast,2030
nuova_colonnina,45.431761987803675,9.242355625792257,50,fast,2030
nuova_colonnina,45.436413394808454,9.246181197703848,50,fast,2030
nuova_colonnina,45.43542686185907,9.243597318,22,slow,2030
nuova_colonnina,45.43502922120365,9.242555011458691,22,slow,2030
nuova_colonnina,45.44188239241149,9.239307771670012,50,fast,2030
nuova_colonnina,45.43615084720183,9.234085356727597,50,fast,2030
Consorzio Autostazione Merci di Milano,45.44965861368747,9.259598873,50,fast,2030
Eni,45.43585999999773,9.201098000001307,50,fast,2030
Maxcom,45.416889000002044,9.205298000001205,50,fast,2030
nuova_colonnina,45.42442916257432,9.168051073490377,22,slow,2030
nuova_colonnina,45.413205609178206,9.205676077152683,22,slow,2030
nuova_colonnina,45.406031448139984,9.170374414654868,22,slow,2030
nuova_colonnina,45.43329816320973,9.178465314301661,22,slow,2030
Biblioteca Comunale Chiesa Rossa,45.43015784258981,9.173847652,22,slow,2030
nuova_colonnina,45.40302006677136,9.182746894150197,50,fast,2030
nuova_colonnina,45.428791876118666,9.200977075851878,50,fast,2030
nuova_colonnina,45.43632295611355,9.206461559573984,22,slow,2030
Università Bocconi,45.45003850000036,9.188161300005598,50,fast,2030
nuova_colonnina,45.43986653876364,9.207268742667045,22,slow,2030
Chiesa parrocchiale di Maria Madre della Chiesa,45.407480384096154,9.173390172,50,fast,2030
Morbido (Quark),45.43455959999842,9.1905467,50,fast,2030
nuova_colonnina,45.418974599996346,9.157581200000399,50,fast,2030
Esso,45.44377749999987,9.168733900003428,50,fast,2030
nuova_colonnina,45.430215499996464,9.151513700000413,22,slow,2030
nuova_colonnina,45.45390290000002,9.113531600004773,22,slow,2030
nuova_colonnina,45.440354728432794,9.118540543675739,50,fast,2030
TotalErg,45.476176100001176,9.136846499995412,50,fast,2030
Tamoil,45.46421089999663,9.141954999996798,50,fast,2030
Q8,45.46996050000273,9.144380100003712,50,fast,2030
Q8,45.460698500001705,9.1489531,50,fast,2030
Esso,45.46722200000098,9.137499999994242,50,fast,2030
nuova_colonnina,45.47792376690785,9.104241037020207,22,slow,2030
nuova_colonnina,45.460270111776474,9.101891080327226,22,slow,2030
nuova_colonnina,45.502124816555146,9.104983001,22,slow,2030
nuova_colonnina,45.490153216633544,9.116241408413394,22,slow,2030
nuova_colonnina,45.49127493,9.121899075446109,22,slow,2030
Farmacia Gi.Due,45.49849136567928,9.103853678438568,22,slow,2030
nuova_colonnina,45.49234117,9.110320259,22,slow,2030
nuova_colonnina,45.48155394100184,9.149249675699535,50,fast,2030
nuova_colonnina,45.499509434767134,9.102785958747704,50,fast,2030
IP,45.51544509999601,9.172423799997127,50,fast,2030
IP,45.49671750000362,9.169599200003221,50,fast,2030
Eni,45.52427640000234,9.165699099993851,50,fast,2030
Porta Nuova Varesine,45.48066820000076,9.195478699994514,50,fast,2030
nuova_colonnina,45.51335289999808,9.173624299996659,50,fast,2030
nuova_colonnina,45.503946900001374,9.178029200001886,22,slow,2030
nuova_colonnina,45.50184079306744,9.175548347775134,50,fast,2030
Il salotto di Milano,45.4661561,9.189303900001306,22,slow,2031
Caffè in giardino,45.47232570000278,9.172760400002566,50,fast,2031
nuova_colonnina,45.46244150000265,9.2057584,50,fast,2031
nuova_colonnina,45.47646598728523,9.166913625730789,22,slow,2031
Eni,45.51364420042484,9.263024622,50,fast,2031
TotalErg,45.51810446487177,9.22668061,50,fast,2031
Tamoil,45.49039479999637,9.2069482,50,fast,2031
nuova_colonnina,45.49035368752474,9.223379899993237,22,slow,2031
nuova_colonnina,45.48943288293924,9.205907947881327,50,fast,2031
nuova_colonnina,45.48695287902008,9.215601903,22,slow,2031
nuova_colonnina,45.48260189999826,9.201304699994466,50,fast,2031
nuova_colonnina,45.51425041514362,9.228319038597999,50,fast,2031
nuova_colonnina,45.492993478139894,9.213312402521124,50,fast,2031
Q8,45.473103,9.244877000005655,50,fast,2031
Tamoil,45.47796590000437,9.224026699997589,50,fast,2031
Tamoil,45.48928249999684,9.223743299996292,50,fast,2031
nuova_colonnina,45.47694995,9.227651600003888,50,fast,2031
nuova_colonnina,45.47844469999718,9.2081176,50,fast,2031
nuova_colonnina,45.50722534024661,9.267513906,50,fast,2031
nuova_colonnina,45.50715998,9.263517383787207,50,fast,2031
nuova_colonnina,45.46959094458131,9.245637192,50,fast,2031
nuova_colonnina,45.430349193081696,9.242009267095233,150,ultrafast,2031
nuova_colonnina,45.45808176984097,9.250913792120642,150,ultrafast,2031
Q8,45.42622297,9.250568191226966,50,fast,2031
Tamoil,45.43587999999808,9.231709999995969,50,fast,2031
nuova_colonnina,45.430075602163626,9.257126907492351,22,slow,2031
nuova_colonnina,45.434640668784084,9.226511516622496,22,slow,2031
nuova_colonnina,45.42736410918081,9.251210211559108,22,slow,2031
nuova_colonnina,45.45085351,9.212179267428798,22,slow,2031
nuova_colonnina,45.46632410035887,9.232439886721606,22,slow,2031
nuova_colonnina,45.447721687010606,9.230668905599334,22,slow,2031
nuova_colonnina,45.45557740245592,9.231999854,50,fast,2031
nuova_colonnina,45.43115134040759,9.243599630399933,22,slow,2031
nuova_colonnina,45.44395270969937,9.246869676,22,slow,2031
nuova_colonnina,45.43493003868141,9.239819532065338,50,fast,2031
nuova_colonnina,45.43777621982861,9.242565984,50,fast,2031
nuova_colonnina,45.43381190000062,9.244539750001083,50,fast,2031
nuova_colonnina,45.43584065882816,9.235065145073797,50,fast,2031
nuova_colonnina,45.43206464865932,9.246411616737532,22,slow,2031
nuova_colonnina,45.46983393870235,9.255452475018549,22,slow,2031
nuova_colonnina,45.43451960544706,9.262939223425047,22,slow,2031
nuova_colonnina,45.43176711469607,9.260272313441451,22,slow,2031
Keropetrol,45.39867079999877,9.209786699996211,50,fast,2031
Vega,45.40896910000421,9.174922499994233,50,fast,2031
nuova_colonnina,45.44624703400171,9.202530189620655,22,slow,2031
nuova_colonnina,45.40382975570452,9.170971297093903,50,fast,2031
nuova_colonnina,45.42210400000046,9.203085099996827,22,slow,2031
nuova_colonnina,45.41904223021018,9.175139338694196,50,fast,2031
nuova_colonnina,45.42973373,9.169370212101748,22,slow,2031
nuova_colonnina,45.43246714252885,9.202503095,22,slow,2031
nuova_colonnina,45.43398065098056,9.201301131306986,22,slow,2031
nuova_colonnina,45.42929926483985,9.166215373,22,slow,2031
nuova_colonnina,45.41607015000292,9.240428200003784,22,slow,2031
nuova_colonnina,45.436085414564474,9.173187214,50,fast,2031
nuova_colonnina,45.433114166336125,9.220367775315498,22,slow,2031
Centro Medico Barone,45.41230307043714,9.171836876873163,50,fast,2031
nuova_colonnina,45.42821192547123,9.202951726368283,22,slow,2031
Eni,45.43838950000349,9.153077299995182,50,fast,2031
Q8,45.44514019999687,9.119824499995465,50,fast,2031
Eni,45.44498800000158,9.121383000000655,50,fast,2031
Q8,45.442162378050526,9.148039524592711,50,fast,2031
TotalErg,45.437720000002344,9.123164000005016,50,fast,2031
IP,45.43670299999831,9.164620000001932,50,fast,2031
nuova_colonnina,45.43188757450276,9.161815823,22,slow,2031
nuova_colonnina,45.45937476456067,9.127618713013746,22,slow,2031
nuova_colonnina,45.45289625075124,9.107048681646079,50,fast,2031
nuova_colonnina,45.45558610000337,9.143943799995037,50,fast,2031
nuova_colonnina,45.43986292363562,9.137412467935539,50,fast,2031
nuova_colonnina,45.43942319760487,9.137838162067187,50,fast,2031
nuova_colonnina,45.43219527855054,9.149007805125962,50,fast,2031
nuova_colonnina,45.43771955129792,9.141598329131352,22,slow,2031
Tamoil,45.463892799998554,9.157045000000288,50,fast,2031
